id,fecha_aproximada,contenido,cantidad_respuestas_aprox,comentarios_usuarios,compartidos,enlace,reacciones,sentimiento_contenido,prob_POS_contenido,prob_NEG_contenido,prob_NEU_contenido,sentimiento_comentarios
152,19 de mayo a las 9:01 am,No te confundas amigo/amiga...no es que los globalistas se calquen los títulos. Es que siguen un libreto único. No calcan. Obedecen,0,Tenés los cesos totalmente reventados.,1 vez compartido,https://www.facebook.com/evargaspena/posts/pfbid0sKEf8wYux6KLuttdQySRs5RbRGB8iiUEN3jPtLsC8H3tvC4cAFtQeGep6FKAbmuyl?__cft__[0]=AZUmC7Z9cPOYxeiXClDpNarirtD2xgzoqOpVi9_OrvRNpWVr1bn1iH-DSqqQT1UFgYbhqbqsQVvvY2iogQWLAZzkRs7T0RXXZhq4zd6emr2FC_x4A8t8Y_GQ1kJc0ePAriZfNRDNeYpXlDfixQCLWiSLlawpIReq15hJHyhtEx9DCYtNoI_ZbbHO-eayofAir8nGuuIfu4yqFFIOdiqXmuv9&__tn__=%2CO%2CP-R,2.0,NEG,0.01671278476715088,0.7997230887413025,0.1835641860961914,NEG
153,19 de mayo a las 6:47 am,"Abog @GuiFerreiroPy, defensor @MiguelPrietoCDE, justifica, en la 7.30 AM ABC Cardinal, Paraguay, que todos los municipios, departamentos e @itaipuparaguay hacen lo que @contraloriapy le cuestiona a @Muni_CDE",0,,1 vez compartido,https://www.facebook.com/evargaspena/posts/pfbid0BbEJg2GWJP7QyZAWoCXn17PJCVgqimz9pSbMAZg6W3wE4mM6WzHRywHyNMwW9sgUl?__cft__[0]=AZW4fdL-0PK5f0ebrq1CXU7aWbjNevCOEM61WuIatmEHPSdcVaApkfpB1oyDSj-JGrXwvM2Y0d234vYV9vcY2qnjIqDf6-lWIzgV3TEdIkPGg1KGDn-oq3171g5Nj1G9H-teg989p_k4QhpeoLdfgUFSDvx7GNBss4oKDUz1zgX70MEiQXGjX4dx6_ffLRY1K-Q&__tn__=%2CO%2CP-R,,NEG,0.024619920179247856,0.5509026646614075,0.4244774281978607,SIN_COMENTARIO
154,19 de mayo a las 6:39 am,"Abog @GuiFerreiroPy, defensor @MiguelPrietoCDE, ejemplifica, en la 7.30 AM ABC Cardinal, Paraguay, diferencia entre falta administrativa y hecho punible: ""Una casa no regristrada ni siquiera tiene multa, el hecho punible merece cárcel"". Acusa: ""@contraloriapy confunde de mala fe""",0,,,https://www.facebook.com/evargaspena/posts/pfbid02UVAu7Lc58MLFBtb2xq7FwnqJJmgFeceVee8k5a7geCSKut258Uh5tcqAvw1D4z84l?__cft__[0]=AZUTARZcJQBheVuqPpr8XHdlO79-hJnDnRDyYT_8y1HHvsB64seLLs_wY33VFBif6XY96Cl6USqGMUfpdLWVZ0WEmmQ7m7yLHk3yY2jFq4aG7U947099E8E8Gh4cpFishPFjCJBWNyZBY_oKXIOecIof79E8qyhAqjgtT9etYgcDU2bbz-BC7URC-clhWO5LugA&__tn__=%2CO%2CP-R,,NEG,0.033864159137010574,0.6106911301612854,0.35544469952583313,SIN_COMENTARIO
155,19 de mayo a las 6:34 am,"Abog @GuiFerreiroPy, defensor @MiguelPrietoCDE, ejemplifica, en la 7.30 AM ABC Cardinal, Paraguay, diferencia entre falta administrativa y hecho punible: ""Una casa no regristrada ni siquiera tiene multa, el hecho punible merece cárcel"". Acusa: ""@contraloriapy confunde de mala fe""",0,,,https://www.facebook.com/evargaspena/posts/pfbid02Xv3UddcmXgg7ZF1SFSQPF5kLoKASUSS6QXieJGnYruC5LMdNf8QT346oPwaSz7Rql?__cft__[0]=AZU28g7qi4BSPplWF0NwYLELKU6c3eS03TZ7z3jCnMPZH2FdXUcTqswNdnB0YVrml7rzPtRGdUs-1TJXqHhPEj3uxSCtht7GdiRipcbiL0UWiICnESjo7Su9YTGUg_xl4BUMd3gPtSES5QxqtamEDm8SxDEBYowqRGvOZhe2HUDK9s7RLFgsD4ra-MUKUM2msSc&__tn__=%2CO%2CP-R,,NEG,0.033864159137010574,0.6106911301612854,0.35544469952583313,SIN_COMENTARIO
156,19 de mayo a las 6:15 am,"Abog @GuiFerreiroPy, defensor de @MiguelPrietoCDE, admite, en la 7.30 AM ABC Cardinal, Paraguay, que en la administración de la @Muni_CDE hay faltas administrativas pero que @contraloriapy de mala fe no distingue lo que la ley distingue: falta administrativa vs hecho punible",6,"si todo está en orden, por q teme al control",1 vez compartido,https://www.facebook.com/evargaspena/posts/pfbid032dApFi4WP3mm8aF78K4wJerJyrxw7R4wjtre7x8eFdQDz5T4kqST8WM67bTeGhXol?__cft__[0]=AZUNfbf3IqeMpw_dHoDtVYV22YqEObrqHDkMUy4gIguAMy9s9PT9uSwXIVwZI_ktQZArXi-3o5s1AkGZ0nnFAQr6i8dhu2B9JhOTC9zBWWzM0r26QeAlibJodXiLBVTMqx9Uz19fHX-fmH-LF9qFMgkL3Qf3B7rXfggScmV_cUIvf-JkeRKINal8-exn9oUrhBQ&__tn__=%2CO%2CP-R,3.0,NEG,0.0137860756367445,0.7311519384384155,0.25506192445755005,NEU
157,19 de mayo a las 5:33 am,"Hola, hasta las 08:00 estoy en 7.30 AM ABC Cardinal, Paraguay. Deportes con Ariel Julian Marecos",0,"Chupa media,no sabe hablar",1 vez compartido,https://www.facebook.com/evargaspena/videos/714309564437069/?__cft__[0]=AZVHPmJzCL3sJRKlAULs6U6RaFut_OG2l6GaZLAGKc3YN6zDKLyrTOFuJkQVWa5E_uur1z7dazmJnhP_gxFRXp9bO6bn2-XlouIRwe8BodiTXogjBM0Fvv5sZ2pMG4JZfBF74FXutA0TvB_TntIGD68D7dOGHV9y3m1M_GXWR479Q2PElHozapN7sSDk5N8N7lsJnhVqfrpqtPMXo_9M--y_&__tn__=%2CO%2CP-R,,NEU,0.21240070462226868,0.031092524528503418,0.7565068006515503,NEG
158,19 de mayo a las 4:39 am,"El viernes 16 hablamos con Leandro Villalba, @contraloriapy, sobre irregularidades de @nenechopy y @MiguelPrietoCDE por las que se pide intervención de sus gestiones",0,Miguel Prieto presidente futuro presidente de la república .,1 vez compartido,https://www.facebook.com/evargaspena/videos/4014878068725743/?__cft__[0]=AZV26GEFpzTjf-2T8jhag430FbAYGmROl4302jVwQxG7WytVmtgaKW8fZnRZn9Wis6145yQJJMVloV_MNBny3MduCLsvTp3KVwtazqIRjB9B0tJAkfxFT9JthX-7EKWgwoA-TX5l1A3TBeXJ56FbZfjc8A0I4_IZWI953fNF9u3PKBcrtJb_0FuG0IEevaByX7wScuX2g7DQq-8fSYwdLIiq&__tn__=%2CO%2CP-R,6.0,NEG,0.022878460586071014,0.5455244183540344,0.43159714341163635,POS
159,19 de mayo a las 4:29 am,"El martes 13 hablamos con @javiercharotti, @MEF_Paraguay, sobre salario mínimo que perjudica a 90% de los trabajadores y que se negocia con grupos que no representan a nadie",0,,,https://www.facebook.com/evargaspena/videos/1221742252958156/?__cft__[0]=AZUIvWuIXjVJ3WJ-XcEWyx8zJO8ZzHp-mAY8MGxYSoC-OMVu5Ow5A2O56L9H9Pm5jeDqeb-W8E0d34vyfqjL_OsT_pSCh_PBqLlZy13iBNJMcGKzTnObOLPliMJZQhvz9aGk4CqOV8Qcn6sh380niZkaSzG-pbqfACTN0rnTfxVhHmY28EiD3N-6baZnX2unmGvkXM6cStPXjdjtvlcF9kLQ&__tn__=%2CO%2CP-R,,NEG,0.003549193497747183,0.9516417980194092,0.04480906203389168,SIN_COMENTARIO
160,18 de mayo a las 9:19 am,"Escribí ""'Protección' de datos personales""",0,,1 vez compartido,https://www.facebook.com/evargaspena/videos/2546168652390325/?__cft__[0]=AZVRoIMTfl56ZRFmizmsJqYGh24vp2QMhMRgTb_5BpMwTsWrpnI2EgEjTMwmNOBgScoLG89jeQgdg4UoA-VOU2fw4h3UCd97nPpILBKOEiuqyeYEEKo6xOdptDd5AIVN84YfCngSE23k3761y70PkOX6fgkqjdkt8uXl8d3EhnVbsLvw2jiLE1aPf_w6BxtJwPwDtkVqHmiBotDvm7pQ6432&__tn__=%2CO%2CP-R,,NEU,0.03131160885095596,0.2758950889110565,0.6927933096885681,SIN_COMENTARIO
161,18 de mayo a las 8:19 am,"Copamiento cartista en el Vaticano: ¿@SantiPenap habló con el papa antes que @ZelenskyyUa, antes que @vonderleyen, antes que @MarkJCarney?",3,"Pero q notición más impresionante, me sorprendes  con la primicia, ahora después de esto si los paraguayos estaremos mejor y vos te mere ces algún premio internacional x tu primicia!! VAMOS A ESTAR MEJOR,  X FIN TE PODRAS ARREGLAR TUS DIENTES!! BRAVOOO!!",1 vez compartido,https://www.facebook.com/evargaspena/posts/pfbid0331zdpqAJa2aKEuxfzXKCUu2EvjqbaCTx3rbytgNL99qfVLoRbVfKrnY7evMGxEzsl?__cft__[0]=AZW9wsuTqLMr75qA6f3b_krewYHMuJvNNXpXqEEbwR3PDC2v6JjSLPUkGL6fmHFNgUGpHzxV-QeygjhH4djvKcbsivfNU9EkfNm5kk6KUQb2eNKBidJ8zt5sBQy8eVs6jjwwbORLIiC36GKSQ0Hk1AonIwusaKjfZd_m_3a7-IV2dGJ5HnS5VmS-V0x8Hc-ADlw&__tn__=%2CO%2CP-R,38.0,NEU,0.09076334536075592,0.22109749913215637,0.6881392002105713,POS
162,18 de mayo a las 8:13 am,Hasta que lo lograron! Sus críticos lograron que @SantiPenap viaje a la inauguración de @Pontifex_es (@drprevost) y se amigue con el papa  Este viaje (¿es el 42 @cperezrivas?) no va a recibir ninguna crítica,45,"Falta comprar a la prensa venal, para no ser criticado ; mborito compró a dos medios y fue ídolo total; así funciona la cosa!!!",18 veces compartido,https://www.facebook.com/evargaspena/posts/pfbid0fYtdwSKwfFhBzYjeFagkdiDJMuB14xDABckYYvc1PRhWa8r67MhneHkiJvxt27Gil?__cft__[0]=AZWY_m--jJSs8d1XjH2jiVpgk3GzQt9yoxjbRfvHYh_XUb0Tl7W-_FzO15haxfRoKWUjmofCk0QI3wW89w8QeLXE_bXZnb_A1s2zTpBwp-Q04pxqYf2TpIVpGrRDONDNLZ69p6UyhMQR9NdyCSPuYCIPf5M5b3PE4OwFprUX_3UmzxbcQ6uRJrxOa_c3G_nyv-B1aa3ixyUmZQDouh3zNtVv&__tn__=%2CO%2CP-R,29.0,NEG,0.01662040874361992,0.7828294634819031,0.2005501687526703,NEG
163,16 de mayo a las 7:38 pm,"El hecho de cantar bien no necesariamente te saca lo imbécil. Hay muchos imbéciles que cantan muy bien. Luego, no porque sea un completo imbécil dejaré de escuchar a Bruce Springsteen",0,Algunos no cantan y son imbéciles tambien,1 vez compartido,https://www.facebook.com/evargaspena/posts/pfbid06ytDZtgDenZWUpgNVbXQUWh9tugzFrPRQxb6Mkp2kF2w4dY2jky8bhd2FuEamAyNl?__cft__[0]=AZVJMOA45wBNp398wmAWfkf_ujfL6qCpa6PLU_Rs0QyeGNqsi9baJ7nM06yUkRXVS6t7c6k_7xWHCPpn5CVT-biRZTd_IpeehT_DIY4Ik2dqxEbBvUFKYlf_y21i8joejHSuim7r6elz7yzKsE0vHi1ao9ljDCvoiLp3T447gHIE7hQ_rELjciA2_B3u-0k7ArE&__tn__=%2CO%2CP-R,7.0,NEG,0.0757049098610878,0.4895373284816742,0.43475767970085144,NEG
164,16 de mayo a las 4:58 pm,"El ""deep state"" norteamericano se radicaliza gravemente y amenaza con asesinar a @realDonaldTrump. De eso se trata el posteo del ex director del @FBI, Comey. Esto significa que el globalismo, por alguna razón, se ve obligado a sacarse la máscara y mostrar su naturaleza mafiosa",0,,1 vez compartido,https://www.facebook.com/evargaspena/posts/pfbid06bw3d9yX3jZnDB84Vwz8XirCYkRxZAYk43Fw91VvEEx9LazVnfafsz4ruStrNfRXl?__cft__[0]=AZX2ZQuqKnZJQvmESU5OusdF_0Vmuk4609Yfnh1QeUnYpqyaxRuEbsU_I9BxLCJfQwiIQ9pDfijmk5wDzjaEoVKgENVYU7HTcDjO62HcUxY3Ohvk-f1h7YZlb3_RGvfQ0sUQtv0z_gc8-8k-aRho00rgyQNw9KKFTzP7ezkl-q8VQEcwAu5XSzRKTt3ZJhjyQEY&__tn__=%2CO%2CP-R,,NEG,0.007246185094118118,0.9332830905914307,0.05947067216038704,SIN_COMENTARIO
165,16 de mayo a las 11:14 am,Hola @SantiPenap y @mariatbaran: Espero que ni se les ocurra firmar el tratado pandémico de los criminales de la @WHO este 19 de mayo ni en ninguna otra fecha. Sería un crimen de lesa patria y de lesa humanidad. No lo hagan,5,"El único periodista que sostiene que la pandemia fue un fraude, investiguen y luego le critican!!",33 veces compartido,https://www.facebook.com/evargaspena/posts/pfbid022CVKmtkWAGiipxSGYD5FMC1GcBCzjtGaumGxVfbyBci8xBfDm7McvR9hGC7HLLz6l?__cft__[0]=AZXAHCCT6kADrUP-_NKZtGBF10Tu3uxAo5Stcyk8W3LfsLWa2a5ybSzpd-hIb00LDJiNu1zEMIwlJVYXq8ye5KrTtI7THHlWKsV62xSLgdskMabhikkjSIeq-ohzSpri_sy_GGxbJRQ_NhpCjCoQ7DPqBlmcuhqYecF1N1WNRPTccP9hWBTQt0DgGwEhlQuacXw&__tn__=%2CO%2CP-R,33.0,NEG,0.007519975770264864,0.9510638117790222,0.041416242718696594,NEG
166,16 de mayo a las 6:39 am,"Rusia y Ucrania habían alcanzado un acuerdo en marzo´22 en Estambul, 25 días después de iniciada la guerra, con pocas víctimas. Ahí apareció el premier británico @BorisJohnson, quien lo impidió, causando un millón y medio de fallecidos más. Pero Putin es el criminal de guerra",15,"Es muy obvio que a vos el Kremlin te paga EVP, es una estrategia de los servicios se inteligencia rusos, instalar proxies de periodistas ""latinoamericanos e independientes"" para instalar su narrativa pro-Rusa en America Latina.",9 veces compartido,https://www.facebook.com/evargaspena/posts/pfbid0ApZd78agbeasDv1oGacrcvZixWU9g72UnnfwYSRqRSUaw8s9D7wjTqgcAVucZmFkl?__cft__[0]=AZV_XUJKkoDDu1_VBATM7eTs1RFJjjH76tkY1me9DWLtbPl9NLB0NB-9w10Vxijjp3mlYfQum1v30gSlmwkKIPB1bAW6zF90ha7pG9EhcjDFtsKw0ZuJOl-SdQDQJ2dbfiaMWBoysWcCC2NWwxtTQkJ_3x_7NWjQAw1LjbGRrdzEZKai_bBacRKWw-0vXyJptpHdHh9ogq4p4FMmazgRgbv4&__tn__=%2CO%2CP-R,10.0,NEG,0.015938803553581238,0.8025371432304382,0.18152402341365814,NEG
167,13 de mayo,"Desde las 17 y hasta las 19 seguimos con @figuejuanma en la 98.5 ABC FM, sólo  éxitos",0,,,https://www.facebook.com/evargaspena/posts/pfbid0d9eYs33HzGwAfVsrUS8Vu7gZ4peFc9xgZx5ZK3g8PDsjuxNzJXjArcY8cc87D32Zl?__cft__[0]=AZXNTSvYlJTUwANSbmpp8eIn68Vqawc1v830TeTG-J75i9ZG9E1SrwOiBKRAw5brSUJZ3PfaI-3mZOkQSqpqXRrcPYTYkRZW4M-P-eQt0r_cOrOCJveu0HQ13s3rlrXMTQAPcBckd4GQgv6jIS44bIcQjTQrp9qC7tsloO_Oy-CZxz3-gS6Xw2ryRMT5QtWLDdLDPQ2Z5iRArPuRdUWZej-y&__tn__=%2CO%2CP-R,,POS,0.48317578434944153,0.039908383041620255,0.4769159257411957,SIN_COMENTARIO
168,13 de mayo,Pepe Mujica es una figura semejante a Nelson Mandela. Prefirió enterrar sus rencores para contribuir con la libertad y la democracia,0,Por fin un comentario razonable y acorde. Eso esperamos siempre de un Libertario.,1 vez compartido,https://www.facebook.com/evargaspena/posts/pfbid0quYgoM1VXkMJjPfqqnJcBLXM9VT8fGH8SYrmLZ5SCKqBcMH58eBog5tuhmZ55gEdl?__cft__[0]=AZVvRfcgzKvmCRy3rjP70SBPcKKrvXKZJNb1kqbhfLICkGtfyR6ENIaWAT3X81Q7Koep26njgDNqLMEOMjtg-cFGPTGFgGNdPm4ujDk6wORuHQPThohOzv5wKIGtjvJW2XuXTM9podw_b83tFyM2F_Wdmr16EX7D5IQmcLxShoqLf29-rRso8TJPZDztuPPdPbM&__tn__=%2CO%2CP-R,6.0,NEG,0.03766591474413872,0.773084819316864,0.18924927711486816,POS
169,13 de mayo,"Ex vicepte @HVelazquezPy estima, en la 7.30 AM ABC Cardinal, Paraguay, que su caso en Estados Unidos está bien encaminado y que la respuesta del @TheJusticeDept, que indica que no tienen elementos propios, obra en el @MinPublicoPy",4,"Y creo que es así, y cuando le preguntaste.. sobre los informes ,que usaron para descalificados.. y nombrarlo significativamente corrupto, aseguró.que la información salió de Aquí..y tu le digiste que posiblemente lo traicionaron..en su propio entorno,…",,https://www.facebook.com/evargaspena/posts/pfbid0qJbkJVVcTGtq21dRVSDbnS93tkKFoVAdKbV74EdwYCjZf8RtTzF7XGkek9WAMWnel?__cft__[0]=AZXqy1R5neQO1aEyHaSgpUhT7RJ7ZD5N1IXegoTnuRlYs8qAOhu-0xgHFN2Feg7UmF3u7KXc-VthWnJE-9oVn64czT3kMgIDZTZi7rAetkcVJWa1ob6vR32YO9ND_Y0MslWtmr7G3IdArkZcvaomRNZDvnHCIaCg7w_11FVK8YljRr_LxDiUNVGRFXPS4OqU0Do&__tn__=%2CO%2CP-R,2.0,NEG,0.019436532631516457,0.6234297752380371,0.3571337163448334,NEG
170,13 de mayo,"Ex vicepte @HVelazquezPy reflexiona, en la 7.30 AM ABC Cardinal, Paraguay, sobre que no descarta, pero no confirma, que la sanción norteamericana que le afecta se haya originado en disidencia colorada pero sí confirma que la sanción se originó ""100% en Paraguay""",0,,,https://www.facebook.com/evargaspena/posts/pfbid0Kwo7cVfdK8kiwxwaUVNH6zyvHbTAbng9LfQj6jAgZ1MXq5WdZwWh1hPi28ck1A6tl?__cft__[0]=AZVDxAjNER9OrJbVKAL5fDvqMguPL2EEPDHJpvYFJncXc9p5rx4HLBH-B_HVjmsuvJZnWM-9zYsNdgfK9WkQd5Cf2-chcUOfXJW5AvvjhRyQKWMU-Zvlz5Aie77plBh7nVXQFOHIcvvh1RrSDhXWz7ewMWNW6iz3Fa1SI5cIiTSqS_BaTC0uNEH7Lds99fJyFXs&__tn__=%2CO%2CP-R,,NEU,0.031610194593667984,0.40026482939720154,0.5681249499320984,SIN_COMENTARIO
171,13 de mayo,"Dir de @dncp_py, @agustinencinap , reafirma, en la 7.30 AM ABC Cardinal, Paraguay, que el 100% de documentación de proceso licitatorio de máquinas electorales está en el sistema y ""es 100% público"". Adelanta que hoy se habilita última estapa tras solventar anoche última protesta",0,Empresas ligadas al gobierno manejaran las elecciones... Golpe de estado,2 veces compartido,https://www.facebook.com/evargaspena/posts/pfbid02eaeUKqjr7mq9mXJidu4pu2GZ5DykWhgvQmLinoA7LdbvH84Xe1Bja5ahmKmuYxTcl?__cft__[0]=AZXz6Nq06omRdFK4ZyrSpC0nhWvdnITr_7i2JUOPXc-FPrS_T8wZhabrEn4rXj5_rKDvQfqbI8hsS77vzn9qOz-AobVNjgvaL1lroNrzv7ai1-tEn3zj8W9qfRdftbt9wOmNxRFAiJUGDshT2GMTn24wNrcIO6xa3PVMCz15vrtaBuhLT6jayTqE_H8wHkqiexI&__tn__=%2CO%2CP-R,,NEU,0.06721142679452896,0.09349469095468521,0.8392939567565918,NEG
172,13 de mayo,"Hola, hasta las 08:00 estoy en 7.30 AM ABC Cardinal, Paraguay. Deportes con Ariel Julian Marecos",0,Fuerza EVP ......   Sara Y Javier ......,,https://www.facebook.com/evargaspena/videos/556210403885846/?__cft__[0]=AZVcWZpv_ynFMChsyV_Om03V9ghdfr8dGATPT5U2i6MGj8X4CpOAmTpnkW7uHQ8TY8WVlqAmw4Eq_vfF85R0wQtaWCfB-KPiQd4pYpAi3eB6AHQcgA9T5kCnCDGwWRc-POPiYcB8qUOwkdKzzXF49oxejKlS6y8dE1qqNuQ3jE7pzQqwukosVnDOoF58LZb6kxDRS7WY5bkjnJjKTMZiNOEt&__tn__=%2CO%2CP-R,,NEU,0.21240070462226868,0.031092524528503418,0.7565068006515503,NEU
173,13 de mayo,"Anoche conversamos con @jorgebogaring, vicepte @TSJE_Py, sobre ataque a tu derecho al voto preferente (desbloqueo de listas) de parte del globalismo sabanero por vía de cuestionar las máquinas de votación. Globalistas sin votos quieren volver a las listas sábana",0,,,https://www.facebook.com/evargaspena/videos/1352846769101828/?__cft__[0]=AZWfv6f__kr2Q8Nw79j6p6fYR-sHRIarBHo47fgsvOzFUFl36r4xVWEb-p7uAUMUBBm0m-KGMRHCa0skMqp3_2yE7yhC5f7Qu4Fs82jN-14yEOIExqzBx513iBnQy77TnYzJbjsenzE3yOn4748vyRNntmUfIJqnYWi0NdOcXPHMs2hhYB9YEaZ-9SsPZ-Afg_0WKZBNVWHlpyz0GCIUIeQM&__tn__=%2CO%2CP-R,,NEG,0.005261087790131569,0.8968995213508606,0.09783946722745895,SIN_COMENTARIO
174,12 de mayo,"Desde las 17 y hasta las 19 seguimos con @figuejuanma en la 98.5 ABC FM, sólo  éxitos",0,"Podrías preguntarle AL TSJE porque a CRUZADA NACIONAL le niega la designación  de un miembro del CONSEJO DEL REGISTRO ELECTORAL, cargo que le corresponde según el art 25 de la Ley 635 que reglamenta la JUSTICIA ELECTORAL. Eso configura un desacato a una Ley",,https://www.facebook.com/evargaspena/posts/pfbid02hWU8azMPjMBjU4A2wcqfFbQW6ea6eVaXCVmT2M9ApdGAdD41wwDuMMWN9btHkTXml?__cft__[0]=AZVdrJWqOszA-4YqT1Qo63RZDh8pbu0Q6vn-XAfA9YcOTN-_zIbjzov68V7q3lw_6X56dnFCpQPLqP_xGu_ri4vfS5qt3BwjuXYAND9Yz9Iw83wvw1DXaNyQiNYJHCdVKyUddEW99POOkM-_I4zDvv7xdD26WYHxn-eGmzZocVdEBjYz2sm7MV4ydh15AdjTkDhLMUO0JlICEbmPeh8XQ2Dq&__tn__=%2CO%2CP-R,,POS,0.48317578434944153,0.039908383041620255,0.4769159257411957,NEG
175,12 de mayo,"Ministro @gvillate, @Miticpy, admite, en la 7.30 AM ABC Cardinal, Paraguay, que ciberataque iniciado el viernes sobre unas 10 instituciones públicas (@msaludpy principalmente programa ""vacunate"") se debe a que dichas instituciones no estaban suficientemente blindadas",0,10 instituciones públicas a eliminar!!,1 vez compartido,https://www.facebook.com/evargaspena/posts/pfbid0p9sXyRiDNv9ddzoL2oKda139sDkzvYWru5UNG92RX2wzUwza9sNWDEjANne2gNmal?__cft__[0]=AZVb8vZCgaUzyLp7eRlsDbP9sa-1sw_6qkvOS1speFYrBSkUxELpBhT1axzkGqreB3lcHBERb1ZCUeADpJhzC2MNVIW9J9bXfe6CudPK3ikFYYwQelWl-K3F7BOT7JGLFpty7SMVEl39cq6X_OHgVpDskHhkBj-NGnDRL5DtXpV_Ryxc5mBRp7dTeoXwKuaBMSw&__tn__=%2CO%2CP-R,,NEG,0.013224982656538486,0.7328668236732483,0.2539081573486328,NEU
176,12 de mayo,El gobierno anuncia baja de 270 gs por litro en precios de combustibles,0,"Gracias SECRE DEL QUINCHO...""",2 veces compartido,https://www.facebook.com/evargaspena/posts/pfbid02DfFWuXpf9Kcwx3TvTqzUg7bC7UqokmmuRqi15tiSahuB6CiYHw3WbBbAT3bFzfsJl?__cft__[0]=AZUGloZ7-pDWukJsGhiIC9d9AVSKH2YJGanxSt_wc51qnHpVPjfhNN9-FSUHd-Ht5SLtd5lq0DVc4Bx1WASPgrihqxZ5LkCDJ0aphzZ9kfkUEcxjhb8COqbusBJS_4wXsNk-d3Tnc9nkFAMckAM8Wqaz1zOaM4D3duRJ4hnsMbKZiM8wmX6_phfjxE8VkLOkENM&__tn__=%2CO%2CP-R,14.0,NEG,0.07838501781225204,0.520321786403656,0.40129321813583374,POS
177,12 de mayo,"Senador @edu_nakayama estima, en la 7.30 AM ABC Cardinal, Paraguay, que media sanción de proyecto de @PrensaHonor que restringe uso del padrón nacional en internas de concertaciones, es semejante a lo que hizo el chavismo en Venezuela",0,"Estuve escuyandole al Samurai....,terrible..muy enredado...TODAVIA A LA OPSICION NO LE CAE LA FICHA....DE QUE ELLOS SON INCREIBLES...!!..NI IDEA TIENEN COMO ENFOCAR, ALGUNA PROPUESTA DE GOBUERNO MUNICIPAL...Y MENOS  AUN GOBIERNO NACIONAL....!!",1 vez compartido,https://www.facebook.com/evargaspena/posts/pfbid02i9pRWJUKEYrYWpnej2bXjt72wj4DsnyhAE1AmZMhWoSGwpVFdCYQMi1HmiJ52kfBl?__cft__[0]=AZV8iOL2heuOHyKYqtunORV-oJum9IQfB1GCWiJDxjiYK2DKvaj3WTsOOeUnVjIVcz7yqPDDsgk3jgBo5sPru8RZzPyf-OJEPxJNaOSN-Qp3PSX9YlGIYGRaDxNYckDzeh7T2ZPRYmhs6DgMXv4hhTgJdew1ojIxNJEIPZtW5TNfp6ajTWpOMH4IAnSj4R-c-Uc&__tn__=%2CO%2CP-R,4.0,NEG,0.015810931101441383,0.6742700934410095,0.30991891026496887,NEG
178,12 de mayo,"Senador @edu_nakayama cuestiona, en la 7.30 AM ABC Cardinal, Paraguay, media sanción de proyecto de @PrensaHonor que restringe uso del padrón nacional en internas de concertaciones, beneficia también al @PLRAOficial ante el tercer espacio por tamaño y organización de liberales",0,,,https://www.facebook.com/evargaspena/posts/pfbid02AoUDot8msweamdh76aeBMiT8ea9CPrj8qdfoZXLyxEDe7pc4u3WDnFXddnVj6hmbl?__cft__[0]=AZWNP-R8iwei2e20cHFRCdBb3ez1kNgfBTDJfM3qUyY-pwSN8VLontQ4UpbN9rwmYiN42pjCEKAgNk3sX6HslP44nkcE2DHUmFfARWRDnMQduRFKPCSxnsseotKymVJyRuvPyJpctEnQcq3okO44P21J_CMgq9AXhkzFUHuKYaGCpIDjjtrqnP9wNE2vV0FVhB0&__tn__=%2CO%2CP-R,,NEG,0.033553604036569595,0.5004456043243408,0.4660007357597351,SIN_COMENTARIO
179,12 de mayo,"Hola, hasta las 08:00 estoy en 7.30 AM ABC Cardinal, Paraguay. Deportes con Ariel Julian Marecos",0,Vargas P es coachon de melón de Neneco,,https://www.facebook.com/evargaspena/videos/1379869166619018/?__cft__[0]=AZXPfMwMdnodLutbLa3ktO_xeaAxjW9Gmfo220_5RIxtGWtO2b4aqUoaORUyI5QHbKbz-FhQUFIlkyaSPRyFsXIlUN-rlV7xF-vpwl7HUiVaq8GX6V-QPVoiBsQ5XfkMatGUj3ba0dhxdfi_P_FjpeF7hVRBIUvyGjfBfaRKy1PVkNJGF2_l1Lg6X6i7fpKFTzTpUxSgYz7duwcQPUmN4YWg&__tn__=%2CO%2CP-R,,NEU,0.21240070462226868,0.031092524528503418,0.7565068006515503,NEU
180,12 de mayo,"El viernes hablamos con el cardenal Pedro Barreto (Perú) y con el sacerdote Jorge Millán (Chiclayo, Perú) sobre el nuevo papa León XIV (@drprevost): El perfil por el que se lo eligió y cómo era en la casa episcopal",0,,,https://www.facebook.com/evargaspena/videos/1265799711741841/?__cft__[0]=AZUV-QCD1ViY2_37LhdCWau4PihDonUqAfBc3N4Maza8iSLhnaqF57HWKou4qDis7rZAqLS0_XwNf339YUsFbmSx-IYE0A335R1FQWT8kyrw-raNNGrAGd0hZr5WLe5nkhV-J5-MuX3DUdjqp1TbCyxwQiSXlI-UE9mmnA5-klzvxns12efBOp25ALcvSxfY_amFe-gT3UVQWwcLSMnT7eUm&__tn__=%2CO%2CP-R,,NEU,0.21520930528640747,0.0567619726061821,0.7280287146568298,SIN_COMENTARIO
